"ccs_code","ICD9","ccs_label"
"1","01233","Tuberculosis"
"1","01234","Tuberculosis"
"1","01235","Tuberculosis"
"1","01236","Tuberculosis"
"1","01280","Tuberculosis"
"1","01281","Tuberculosis"
"1","01282","Tuberculosis"
"1","01283","Tuberculosis"
"1","01284","Tuberculosis"
"1","01285","Tuberculosis"
"1","01286","Tuberculosis"
"1","01300","Tuberculosis"
"1","01301","Tuberculosis"
"1","01302","Tuberculosis"
"1","01303","Tuberculosis"
"1","01304","Tuberculosis"
"1","01305","Tuberculosis"
"1","01306","Tuberculosis"
"1","01310","Tuberculosis"
"1","01311","Tuberculosis"
"1","01312","Tuberculosis"
"1","01313","Tuberculosis"
"1","01314","Tuberculosis"
"1","01315","Tuberculosis"
"1","01316","Tuberculosis"
"1","01320","Tuberculosis"
"1","01321","Tuberculosis"
"1","01322","Tuberculosis"
"1","01323","Tuberculosis"
"1","01324","Tuberculosis"
"1","01325","Tuberculosis"
"1","01326","Tuberculosis"
"1","01330","Tuberculosis"
"1","01331","Tuberculosis"
"1","01332","Tuberculosis"
"1","01333","Tuberculosis"
"1","01334","Tuberculosis"
"1","01335","Tuberculosis"
"1","01336","Tuberculosis"
"1","01340","Tuberculosis"
"1","01341","Tuberculosis"
"1","01342","Tuberculosis"
"1","01343","Tuberculosis"
"1","01344","Tuberculosis"
"1","01345","Tuberculosis"
"1","01346","Tuberculosis"
"1","01350","Tuberculosis"
"1","01351","Tuberculosis"
"1","01352","Tuberculosis"
"1","01353","Tuberculosis"
"1","01354","Tuberculosis"
"1","01355","Tuberculosis"
"1","01356","Tuberculosis"
"1","01360","Tuberculosis"
"1","01361","Tuberculosis"
"1","01362","Tuberculosis"
"1","01363","Tuberculosis"
"1","01364","Tuberculosis"
"1","01365","Tuberculosis"
"1","01366","Tuberculosis"
"1","01380","Tuberculosis"
"1","01381","Tuberculosis"
"1","01382","Tuberculosis"
"1","01383","Tuberculosis"
"1","01384","Tuberculosis"
"1","01385","Tuberculosis"
"1","01386","Tuberculosis"
"1","01390","Tuberculosis"
"1","01391","Tuberculosis"
"1","01392","Tuberculosis"
"1","01393","Tuberculosis"
"1","01394","Tuberculosis"
"1","01395","Tuberculosis"
"1","01396","Tuberculosis"
"1","01400","Tuberculosis"
"1","01401","Tuberculosis"
"1","01402","Tuberculosis"
"1","01403","Tuberculosis"
"1","01404","Tuberculosis"
"1","01405","Tuberculosis"
"1","01406","Tuberculosis"
"1","01480","Tuberculosis"
"1","01481","Tuberculosis"
"1","01482","Tuberculosis"
"1","01483","Tuberculosis"
"1","01484","Tuberculosis"
"1","01485","Tuberculosis"
"1","01486","Tuberculosis"
"1","01500","Tuberculosis"
"1","01501","Tuberculosis"
"1","01502","Tuberculosis"
"1","01503","Tuberculosis"
"1","01504","Tuberculosis"
"1","01505","Tuberculosis"
"1","01506","Tuberculosis"
"1","01510","Tuberculosis"
"1","01511","Tuberculosis"
"1","01512","Tuberculosis"
"1","01513","Tuberculosis"
"1","01514","Tuberculosis"
"1","01515","Tuberculosis"
"1","01516","Tuberculosis"
"1","01520","Tuberculosis"
"1","01521","Tuberculosis"
"1","01522","Tuberculosis"
"1","01523","Tuberculosis"
"1","01524","Tuberculosis"
"1","01525","Tuberculosis"
"1","01526","Tuberculosis"
"1","01550","Tuberculosis"
"1","01551","Tuberculosis"
"1","01552","Tuberculosis"
"1","01553","Tuberculosis"
"1","01554","Tuberculosis"
"1","01555","Tuberculosis"
"1","01556","Tuberculosis"
"1","01560","Tuberculosis"
"1","01561","Tuberculosis"
"1","01562","Tuberculosis"
"1","01563","Tuberculosis"
"1","01564","Tuberculosis"
"1","01565","Tuberculosis"
"1","01566","Tuberculosis"
"1","01570","Tuberculosis"
"1","01571","Tuberculosis"
"1","01572","Tuberculosis"
"1","01573","Tuberculosis"
"1","01574","Tuberculosis"
"1","01575","Tuberculosis"
"1","01576","Tuberculosis"
"1","01580","Tuberculosis"
"1","01581","Tuberculosis"
"1","01582","Tuberculosis"
"1","01583","Tuberculosis"
"1","01584","Tuberculosis"
"1","01585","Tuberculosis"
"1","01586","Tuberculosis"
"1","01590","Tuberculosis"
"1","01591","Tuberculosis"
"1","01592","Tuberculosis"
"1","01593","Tuberculosis"
"1","01594","Tuberculosis"
"1","01595","Tuberculosis"
"1","01596","Tuberculosis"
"1","01600","Tuberculosis"
"1","01601","Tuberculosis"
"1","01602","Tuberculosis"
"1","01603","Tuberculosis"
"1","01604","Tuberculosis"
"1","01605","Tuberculosis"
"1","01606","Tuberculosis"
"1","01610","Tuberculosis"
"1","01611","Tuberculosis"
"1","01612","Tuberculosis"
"1","01613","Tuberculosis"
"1","01614","Tuberculosis"
"1","01615","Tuberculosis"
"1","01616","Tuberculosis"
"1","01620","Tuberculosis"
"1","01621","Tuberculosis"
"1","01622","Tuberculosis"
"1","01623","Tuberculosis"
"1","01624","Tuberculosis"
"1","01625","Tuberculosis"
"1","01626","Tuberculosis"
"1","01630","Tuberculosis"
"1","01631","Tuberculosis"
"1","01632","Tuberculosis"
"1","01633","Tuberculosis"
"1","01634","Tuberculosis"
"1","01635","Tuberculosis"
"1","01636","Tuberculosis"
"1","01640","Tuberculosis"
"1","01641","Tuberculosis"
"1","01642","Tuberculosis"
"1","01643","Tuberculosis"
"1","01644","Tuberculosis"
"1","01645","Tuberculosis"
"1","01646","Tuberculosis"
"1","01650","Tuberculosis"
"1","01651","Tuberculosis"
"1","01652","Tuberculosis"
"1","01653","Tuberculosis"
"1","01654","Tuberculosis"
"1","01655","Tuberculosis"
"1","01656","Tuberculosis"
"1","01660","Tuberculosis"
"1","01661","Tuberculosis"
"1","01662","Tuberculosis"
"1","01663","Tuberculosis"
"1","01664","Tuberculosis"
"1","01665","Tuberculosis"
"1","01666","Tuberculosis"
"1","01670","Tuberculosis"
"1","01671","Tuberculosis"
"1","01672","Tuberculosis"
"1","01673","Tuberculosis"
"1","01674","Tuberculosis"
"1","01675","Tuberculosis"
"1","01676","Tuberculosis"
"1","01690","Tuberculosis"
"1","01691","Tuberculosis"
"1","01692","Tuberculosis"
"1","01693","Tuberculosis"
"1","01694","Tuberculosis"
"1","01695","Tuberculosis"
"1","01696","Tuberculosis"
"1","01700","Tuberculosis"
"1","01701","Tuberculosis"
"1","01702","Tuberculosis"
"1","01703","Tuberculosis"
"1","01704","Tuberculosis"
"1","01705","Tuberculosis"
"1","01706","Tuberculosis"
"1","01710","Tuberculosis"
"1","01711","Tuberculosis"
"1","01712","Tuberculosis"
"1","01713","Tuberculosis"
"1","01714","Tuberculosis"
"1","01715","Tuberculosis"
"1","01716","Tuberculosis"
"1","01720","Tuberculosis"
"1","01721","Tuberculosis"
"1","01722","Tuberculosis"
"1","01723","Tuberculosis"
"1","01724","Tuberculosis"
"1","01725","Tuberculosis"
"1","01726","Tuberculosis"
"1","01730","Tuberculosis"
"1","01731","Tuberculosis"
"1","01732","Tuberculosis"
"1","01733","Tuberculosis"
"1","01734","Tuberculosis"
"1","01735","Tuberculosis"
"1","01736","Tuberculosis"
"1","01740","Tuberculosis"
"1","01741","Tuberculosis"
"1","01742","Tuberculosis"
"1","01743","Tuberculosis"
"1","01744","Tuberculosis"
"1","01745","Tuberculosis"
"1","01746","Tuberculosis"
"1","01750","Tuberculosis"
"1","01751","Tuberculosis"
"1","01752","Tuberculosis"
"1","01753","Tuberculosis"
"1","01754","Tuberculosis"
"1","01755","Tuberculosis"
"1","01756","Tuberculosis"
"1","01760","Tuberculosis"
"1","01761","Tuberculosis"
"1","01762","Tuberculosis"
"1","01763","Tuberculosis"
"1","01764","Tuberculosis"
"1","01765","Tuberculosis"
"1","01766","Tuberculosis"
"1","01770","Tuberculosis"
"1","01771","Tuberculosis"
"1","01772","Tuberculosis"
"1","01773","Tuberculosis"
"1","01774","Tuberculosis"
"1","01775","Tuberculosis"
"1","01776","Tuberculosis"
"1","01780","Tuberculosis"
"1","01781","Tuberculosis"
"1","01782","Tuberculosis"
"1","01783","Tuberculosis"
"1","01784","Tuberculosis"
"1","01785","Tuberculosis"
"1","01786","Tuberculosis"
"1","01790","Tuberculosis"
"1","01791","Tuberculosis"
"1","01792","Tuberculosis"
"1","01793","Tuberculosis"
"1","01794","Tuberculosis"
"1","01795","Tuberculosis"
"1","01796","Tuberculosis"
"1","01800","Tuberculosis"
"1","01801","Tuberculosis"
"1","01802","Tuberculosis"
"1","01803","Tuberculosis"
"1","01804","Tuberculosis"
"1","01805","Tuberculosis"
"1","01806","Tuberculosis"
"1","01880","Tuberculosis"
"1","01881","Tuberculosis"
"1","01882","Tuberculosis"
"1","01883","Tuberculosis"
"1","01884","Tuberculosis"
"1","01885","Tuberculosis"
"1","01886","Tuberculosis"
"1","01890","Tuberculosis"
"1","01891","Tuberculosis"
"1","01892","Tuberculosis"
"1","01893","Tuberculosis"
"1","01894","Tuberculosis"
"1","01895","Tuberculosis"
"1","01896","Tuberculosis"
"1","1370","Tuberculosis"
"1","1371","Tuberculosis"
"1","1372","Tuberculosis"
"1","1373","Tuberculosis"
"1","1374","Tuberculosis"
"1","V1201","Tuberculosis"
"2","0031","Septicemia (except in labor)"
"2","0202","Septicemia (except in labor)"
"2","0223","Septicemia (except in labor)"
"2","0362","Septicemia (except in labor)"
"2","0380","Septicemia (except in labor)"
"2","0381","Septicemia (except in labor)"
"2","03810","Septicemia (except in labor)"
"2","03811","Septicemia (except in labor)"
"2","03812","Septicemia (except in labor)"
"2","03819","Septicemia (except in labor)"
"2","0382","Septicemia (except in labor)"
"2","0383","Septicemia (except in labor)"
"2","03840","Septicemia (except in labor)"
"2","03841","Septicemia (except in labor)"
"2","03842","Septicemia (except in labor)"
"2","03843","Septicemia (except in labor)"
"2","03844","Septicemia (except in labor)"
"2","03849","Septicemia (except in labor)"
"2","0388","Septicemia (except in labor)"
"2","0389","Septicemia (except in labor)"
"2","0545","Septicemia (except in labor)"
"2","449","Septicemia (except in labor)"
"2","77181","Septicemia (except in labor)"
"2","7907","Septicemia (except in labor)"
"2","99591","Septicemia (except in labor)"
"2","99592","Septicemia (except in labor)"
"3","0200","Bacterial infection; unspecified site"
"3","0208","Bacterial infection; unspecified site"
"3","0209","Bacterial infection; unspecified site"
"3","0218","Bacterial infection; unspecified site"
"3","0219","Bacterial infection; unspecified site"
"3","0228","Bacterial infection; unspecified site"
"3","0229","Bacterial infection; unspecified site"
"3","0230","Bacterial infection; unspecified site"
"3","0231","Bacterial infection; unspecified site"
"3","0232","Bacterial infection; unspecified site"
"3","0233","Bacterial infection; unspecified site"
"3","0238","Bacterial infection; unspecified site"
"3","0239","Bacterial infection; unspecified site"
"3","024","Bacterial infection; unspecified site"
"3","025","Bacterial infection; unspecified site"
"3","0260","Bacterial infection; unspecified site"
"3","0269","Bacterial infection; unspecified site"
"3","0270","Bacterial infection; unspecified site"
"3","0271","Bacterial infection; unspecified site"
"3","0272","Bacterial infection; unspecified site"
"3","0278","Bacterial infection; unspecified site"
"3","0279","Bacterial infection; unspecified site"
"3","0300","Bacterial infection; unspecified site"
"3","0301","Bacterial infection; unspecified site"
"3","0302","Bacterial infection; unspecified site"
"3","0303","Bacterial infection; unspecified site"
"3","0308","Bacterial infection; unspecified site"
"3","0309","Bacterial infection; unspecified site"
"3","0312","Bacterial infection; unspecified site"
"3","0318","Bacterial infection; unspecified site"
"3","0319","Bacterial infection; unspecified site"
"3","03289","Bacterial infection; unspecified site"
"3","0329","Bacterial infection; unspecified site"
"3","0330","Bacterial infection; unspecified site"
"3","0331","Bacterial infection; unspecified site"
"3","0338","Bacterial infection; unspecified site"
"3","0339","Bacterial infection; unspecified site"
"3","0341","Bacterial infection; unspecified site"
"3","0363","Bacterial infection; unspecified site"
"3","03681","Bacterial infection; unspecified site"
"3","03689","Bacterial infection; unspecified site"
"3","0369","Bacterial infection; unspecified site"
"3","037","Bacterial infection; unspecified site"
"3","0392","Bacterial infection; unspecified site"
"3","0393","Bacterial infection; unspecified site"
"3","0394","Bacterial infection; unspecified site"
"3","0398","Bacterial infection; unspecified site"
"3","0399","Bacterial infection; unspecified site"
"3","0400","Bacterial infection; unspecified site"
"3","0401","Bacterial infection; unspecified site"
"3","0402","Bacterial infection; unspecified site"
"3","0403","Bacterial infection; unspecified site"
"3","04042","Bacterial infection; unspecified site"
"3","04081","Bacterial infection; unspecified site"
"3","04082","Bacterial infection; unspecified site"
"3","04089","Bacterial infection; unspecified site"
"3","0410","Bacterial infection; unspecified site"
"3","04100","Bacterial infection; unspecified site"
"3","04101","Bacterial infection; unspecified site"
"3","04102","Bacterial infection; unspecified site"
"3","04103","Bacterial infection; unspecified site"
"3","04104","Bacterial infection; unspecified site"
"3","04105","Bacterial infection; unspecified site"
"3","04109","Bacterial infection; unspecified site"
"3","0411","Bacterial infection; unspecified site"
"3","04110","Bacterial infection; unspecified site"
"3","04111","Bacterial infection; unspecified site"
"3","04112","Bacterial infection; unspecified site"
"3","04119","Bacterial infection; unspecified site"
"3","0412","Bacterial infection; unspecified site"
"3","0413","Bacterial infection; unspecified site"
"3","0414","Bacterial infection; unspecified site"
"3","04141","Bacterial infection; unspecified site"
"3","04142","Bacterial infection; unspecified site"
"3","04143","Bacterial infection; unspecified site"
"3","04149","Bacterial infection; unspecified site"
"3","0415","Bacterial infection; unspecified site"
"3","0416","Bacterial infection; unspecified site"
"3","0417","Bacterial infection; unspecified site"
"3","0418","Bacterial infection; unspecified site"
"3","04181","Bacterial infection; unspecified site"
"3","04182","Bacterial infection; unspecified site"
"3","04183","Bacterial infection; unspecified site"
"3","04184","Bacterial infection; unspecified site"
"3","04185","Bacterial infection; unspecified site"
"3","04186","Bacterial infection; unspecified site"
"3","04189","Bacterial infection; unspecified site"
"3","0419","Bacterial infection; unspecified site"
"3","390","Bacterial infection; unspecified site"
"3","3929","Bacterial infection; unspecified site"
"3","7953","Bacterial infection; unspecified site"
"3","79531","Bacterial infection; unspecified site"
"3","79539","Bacterial infection; unspecified site"
"3","V090","Bacterial infection; unspecified site"
"3","V091","Bacterial infection; unspecified site"
"3","V092","Bacterial infection; unspecified site"
"3","V093","Bacterial infection; unspecified site"
"3","V094","Bacterial infection; unspecified site"
"3","V0950","Bacterial infection; unspecified site"
"3","V0951","Bacterial infection; unspecified site"
"3","V096","Bacterial infection; unspecified site"
"3","V0970","Bacterial infection; unspecified site"
"3","V0971","Bacterial infection; unspecified site"
"3","V0980","Bacterial infection; unspecified site"
"3","V0981","Bacterial infection; unspecified site"
"3","V0990","Bacterial infection; unspecified site"
"3","V0991","Bacterial infection; unspecified site"
"3","V1204","Bacterial infection; unspecified site"
"4","1100","Mycoses"
"4","1101","Mycoses"
"4","1102","Mycoses"
"4","1103","Mycoses"
"4","1104","Mycoses"
"4","1105","Mycoses"
"4","1106","Mycoses"
"4","1108","Mycoses"
"4","1109","Mycoses"
"4","1110","Mycoses"
"4","1111","Mycoses"
"4","1112","Mycoses"
"4","1113","Mycoses"
"4","1118","Mycoses"
"4","1119","Mycoses"
"4","1120","Mycoses"
"4","1121","Mycoses"
"4","1122","Mycoses"
"4","1123","Mycoses"
"4","1125","Mycoses"
"4","11282","Mycoses"
"4","11284","Mycoses"
"4","11285","Mycoses"
"4","11289","Mycoses"
"4","1129","Mycoses"
"4","1141","Mycoses"
"4","1143","Mycoses"
"4","1149","Mycoses"
"4","11500","Mycoses"
"4","11509","Mycoses"
"4","11510","Mycoses"
"4","11519","Mycoses"
"4","11590","Mycoses"
"4","11599","Mycoses"
"4","1160","Mycoses"
"4","1161","Mycoses"
"4","1162","Mycoses"
"4","1170","Mycoses"
"4","1171","Mycoses"
"4","1172","Mycoses"
"4","1173","Mycoses"
"4","1174","Mycoses"
"4","1175","Mycoses"
"4","1176","Mycoses"
"4","1177","Mycoses"
"4","1178","Mycoses"
"4","1179","Mycoses"
"4","118","Mycoses"
"5","042","HIV infection"
"5","0420","HIV infection"
"5","0421","HIV infection"
"5","0422","HIV infection"
"5","0429","HIV infection"
"5","0430","HIV infection"
"5","0431","HIV infection"
"5","0432","HIV infection"
"5","0433","HIV infection"
"5","0439","HIV infection"
"5","0440","HIV infection"
"5","0449","HIV infection"
"5","07953","HIV infection"
"5","27910","HIV infection"
"5","27919","HIV infection"
"5","79571","HIV infection"
"5","7958","HIV infection"
"5","V08","HIV infection"
"6","0700","Hepatitis"
"6","0701","Hepatitis"
"6","0702","Hepatitis"
"6","07020","Hepatitis"
"6","07021","Hepatitis"
"6","07022","Hepatitis"
"6","07023","Hepatitis"
"6","0703","Hepatitis"
"6","07030","Hepatitis"
"6","07031","Hepatitis"
"6","07032","Hepatitis"
"6","07033","Hepatitis"
"6","0704","Hepatitis"
"6","07041","Hepatitis"
"6","07042","Hepatitis"
"6","07043","Hepatitis"
"6","07044","Hepatitis"
"6","07049","Hepatitis"
"6","0705","Hepatitis"
"6","07051","Hepatitis"
"6","07052","Hepatitis"
"6","07053","Hepatitis"
"6","07054","Hepatitis"
"6","07059","Hepatitis"
"6","0706","Hepatitis"
"6","07070","Hepatitis"
"6","07071","Hepatitis"
"6","0709","Hepatitis"
"6","07271","Hepatitis"
"6","57140","Hepatitis"
"6","57141","Hepatitis"
"6","57142","Hepatitis"
"6","57149","Hepatitis"
"6","5731","Hepatitis"
"6","5732","Hepatitis"
"6","5733","Hepatitis"
"7","0500","Viral infection"
"7","0501","Viral infection"
"7","0502","Viral infection"
"7","0509","Viral infection"
"7","0510","Viral infection"
"7","05101","Viral infection"
"7","05102","Viral infection"
"7","0511","Viral infection"
"7","0512","Viral infection"
"7","0519","Viral infection"
"7","0522","Viral infection"
"7","0527","Viral infection"
"7","0528","Viral infection"
"7","0529","Viral infection"
"7","05310","Viral infection"
"7","05311","Viral infection"
"7","05312","Viral infection"
"7","05313","Viral infection"
"7","05314","Viral infection"
"7","05319","Viral infection"
"7","05371","Viral infection"
"7","05379","Viral infection"
"7","0538","Viral infection"
"7","0539","Viral infection"
"7","0540","Viral infection"
"7","05410","Viral infection"
"7","05411","Viral infection"
"7","05412","Viral infection"
"7","05413","Viral infection"
"7","05419","Viral infection"
"7","0542","Viral infection"
"7","0546","Viral infection"
"7","05471","Viral infection"
"7","05473","Viral infection"
"7","05474","Viral infection"
"7","05479","Viral infection"
"7","0548","Viral infection"
"7","0549","Viral infection"
"7","05579","Viral infection"
"7","0558","Viral infection"
"7","0559","Viral infection"
"7","05600","Viral infection"
"7","05609","Viral infection"
"7","05679","Viral infection"
"7","0568","Viral infection"
"7","0569","Viral infection"
"7","0570","Viral infection"
"7","0578","Viral infection"
"7","0579","Viral infection"
"7","05810","Viral infection"
"7","05811","Viral infection"
"7","05812","Viral infection"
"7","05881","Viral infection"
"7","05882","Viral infection"
"7","05889","Viral infection"
"7","05900","Viral infection"
"7","05901","Viral infection"
"7","05909","Viral infection"
"7","05910","Viral infection"
"7","05911","Viral infection"
"7","05912","Viral infection"
"7","05919","Viral infection"
"7","05920","Viral infection"
"7","05921","Viral infection"
"7","05922","Viral infection"
"7","0598","Viral infection"
"7","0599","Viral infection"
"7","0600","Viral infection"
"7","0601","Viral infection"
"7","0609","Viral infection"
"7","061","Viral infection"
"7","0650","Viral infection"
"7","0651","Viral infection"
"7","0652","Viral infection"
"7","0653","Viral infection"
"7","0654","Viral infection"
"7","0658","Viral infection"
"7","0659","Viral infection"
"7","0660","Viral infection"
"7","0661","Viral infection"
"7","0663","Viral infection"
"7","0664","Viral infection"
"7","06640","Viral infection"
"7","06642","Viral infection"
"7","06649","Viral infection"
"7","0668","Viral infection"
"7","0669","Viral infection"
"7","071","Viral infection"
"7","0720","Viral infection"
"7","0723","Viral infection"
"7","07272","Viral infection"
"7","07279","Viral infection"
"7","0728","Viral infection"
"7","0729","Viral infection"
"7","0737","Viral infection"
"7","0738","Viral infection"
"7","0739","Viral infection"
"7","0740","Viral infection"
"7","0741","Viral infection"
"7","0743","Viral infection"
"7","0748","Viral infection"
"7","075","Viral infection"
"7","0780","Viral infection"
"7","0781","Viral infection"
"7","07810","Viral infection"
"7","07811","Viral infection"
"7","07812","Viral infection"
"7","07819","Viral infection"
"7","0782","Viral infection"
"7","0783","Viral infection"
"7","0784","Viral infection"
"7","0785","Viral infection"
"7","0786","Viral infection"
"7","0787","Viral infection"
"7","07881","Viral infection"
"7","07882","Viral infection"
"7","07888","Viral infection"
"7","07889","Viral infection"
"7","0790","Viral infection"
"7","0791","Viral infection"
"7","0792","Viral infection"
"7","0793","Viral infection"
"7","0794","Viral infection"
"7","07950","Viral infection"
"7","07951","Viral infection"
"7","07952","Viral infection"
"7","07959","Viral infection"
"7","0796","Viral infection"
"7","0798","Viral infection"
"7","07981","Viral infection"
"7","07982","Viral infection"
"7","07983","Viral infection"
"7","07988","Viral infection"
"7","07989","Viral infection"
"7","0799","Viral infection"
"7","07998","Viral infection"
"7","07999","Viral infection"
"7","7908","Viral infection"
"8","080","Other infections; including parasitic"
"8","0810","Other infections; including parasitic"
"8","0811","Other infections; including parasitic"
"8","0812","Other infections; including parasitic"
"8","0819","Other infections; including parasitic"
"8","0820","Other infections; including parasitic"
"8","0821","Other infections; including parasitic"
"8","0822","Other infections; including parasitic"
"8","0823","Other infections; including parasitic"
"8","08240","Other infections; including parasitic"
"8","08241","Other infections; including parasitic"
"8","08249","Other infections; including parasitic"
"8","0828","Other infections; including parasitic"
"8","0829","Other infections; including parasitic"
"8","0831","Other infections; including parasitic"
"8","0832","Other infections; including parasitic"
"8","0838","Other infections; including parasitic"
"8","0839","Other infections; including parasitic"
"8","0840","Other infections; including parasitic"
"8","0841","Other infections; including parasitic"
"8","0842","Other infections; including parasitic"
"8","0843","Other infections; including parasitic"
"8","0844","Other infections; including parasitic"
"8","0845","Other infections; including parasitic"
"8","0846","Other infections; including parasitic"
"8","0847","Other infections; including parasitic"
"8","0848","Other infections; including parasitic"
"8","0849","Other infections; including parasitic"
"8","0850","Other infections; including parasitic"
"8","0851","Other infections; including parasitic"
"8","0852","Other infections; including parasitic"
"8","0853","Other infections; including parasitic"
"8","0854","Other infections; including parasitic"
"8","0855","Other infections; including parasitic"
"8","0859","Other infections; including parasitic"
"8","0860","Other infections; including parasitic"
"8","0861","Other infections; including parasitic"
"8","0862","Other infections; including parasitic"
"8","0863","Other infections; including parasitic"
"8","0864","Other infections; including parasitic"
"8","0865","Other infections; including parasitic"
"8","0869","Other infections; including parasitic"
"8","0870","Other infections; including parasitic"
"8","0871","Other infections; including parasitic"
"8","0879","Other infections; including parasitic"
"8","0880","Other infections; including parasitic"
"8","0888","Other infections; including parasitic"
"8","08881","Other infections; including parasitic"
"8","08882","Other infections; including parasitic"
"8","08889","Other infections; including parasitic"
"8","0889","Other infections; including parasitic"
"8","1000","Other infections; including parasitic"
"8","10089","Other infections; including parasitic"
"8","1009","Other infections; including parasitic"
"8","101","Other infections; including parasitic"
"8","1020","Other infections; including parasitic"
"8","1021","Other infections; including parasitic"
"8","1022","Other infections; including parasitic"
"8","1023","Other infections; including parasitic"
"8","1024","Other infections; including parasitic"
"8","1025","Other infections; including parasitic"
"8","1026","Other infections; including parasitic"
"8","1027","Other infections; including parasitic"
"8","1028","Other infections; including parasitic"
"8","1029","Other infections; including parasitic"
"8","1030","Other infections; including parasitic"
"8","1031","Other infections; including parasitic"
"8","1032","Other infections; including parasitic"
"8","1033","Other infections; including parasitic"
"8","1039","Other infections; including parasitic"
"8","1040","Other infections; including parasitic"
"8","1048","Other infections; including parasitic"
"8","1049","Other infections; including parasitic"
"8","1200","Other infections; including parasitic"
"8","1201","Other infections; including parasitic"
"8","1202","Other infections; including parasitic"
"8","1203","Other infections; including parasitic"
"8","1208","Other infections; including parasitic"
"8","1209","Other infections; including parasitic"
"8","1210","Other infections; including parasitic"
"8","1211","Other infections; including parasitic"
"8","1212","Other infections; including parasitic"
"8","1213","Other infections; including parasitic"
"8","1214","Other infections; including parasitic"
"8","1215","Other infections; including parasitic"
"8","1216","Other infections; including parasitic"
"8","1218","Other infections; including parasitic"
"8","1219","Other infections; including parasitic"
"8","1220","Other infections; including parasitic"
"8","1221","Other infections; including parasitic"
"8","1222","Other infections; including parasitic"
