"ccs_code","ICD10","ccs_label"
"9","A501","Sexually transmitted infections (not HIV or hepatitis)"
"9","A502","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5030","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5031","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5032","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5039","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5040","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5041","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5042","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5043","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5044","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5045","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5049","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5051","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5052","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5053","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5054","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5055","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5056","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5057","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5059","Sexually transmitted infections (not HIV or hepatitis)"
"9","A506","Sexually transmitted infections (not HIV or hepatitis)"
"9","A507","Sexually transmitted infections (not HIV or hepatitis)"
"9","A509","Sexually transmitted infections (not HIV or hepatitis)"
"9","A510","Sexually transmitted infections (not HIV or hepatitis)"
"9","A511","Sexually transmitted infections (not HIV or hepatitis)"
"9","A512","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5131","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5132","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5139","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5141","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5142","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5143","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5144","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5145","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5146","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5149","Sexually transmitted infections (not HIV or hepatitis)"
"9","A515","Sexually transmitted infections (not HIV or hepatitis)"
"9","A519","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5200","Sexually transmitted infections (not HIV or hepatitis)"
"9","A5201","Sexually transmitted infections (not HIV or hepatitis)"
